stn,time,pva200m0,tre200mn,tre200m0,hns000m0,rre150m0,ure200mn,ure200m0,hto000m0,ets150m0,gre000m0,prestam0,tre200mx,su2000m0,sremaxmv,fkl010m0,nto000m0,tre005mn
23.4,,,,,,,,,,,,,,,,,,
STG,201011,5.3,-14.6,7.0,47,917.8,16.9,-7.7,4.3,25,63.4,81.0,2,61.0,28,1.9,9.58,79
31.6,,,,,,,,,,,,,,,,,,
STG,201012,1.2,-17.1,4.7,31,920.5,13.3,-10.5,-1.3,119,110.2,82.1,15,25.5,14,1.7,2.98,86
35.4,,,,,,,,,,,,,,,,,,
STG,201101,1.7,-15.1,5.2,38,927.7,11.9,-10.3,0.4,27,61.5,81.0,6,43.9,21,1.7,3.14,83
31.4,,,,,,,,,,,,,,,,,,
STG,201102,1.5,-15.1,5.2,75,927.1,13.4,-9.2,2.1,28,51.8,75.1,3,99.1,41,1.2,5.92,66
21.8,,,,,,,,,,,,,,,,,,
STG,201103,4.5,-7.1,6.1,131,929.4,16.8,-4.0,5.4,2,65.6,69.6,1,164.2,48,1.9,8.31,67
26.5,,,,,,,,,,,,,,,,,,
STG,201104,10.9,-5.0,8.0,222,928.3,22.5,-0.2,11.1,0,25.5,61.3,0,259.1,67,1.9,34.38,47
21.6,,,,,,,,,,,,,,,,,,
STG,201105,14.9,-2.8,10.0,252,929.6,24.8,2.2,13.7,0,126.5,64.3,0,274.7,61,1.9,106.50,53
19.3,,,,,,,,,,,,,,,,,,
STG,201106,17.5,4.7,12.8,207,928.5,27.6,7.2,15.4,0,165.7,73.3,0,162.9,36,2.0,82.66,71
22.7,,,,,,,,,,,,,,,,,,
STG,201107,17.7,4.4,12.5,208,925.6,29.5,7.6,14.9,0,208.1,74.1,0,175.3,38,2.0,92.41,70
30.7,,,,,,,,,,,,,,,,,,
STG,201108,19.0,6.2,14.7,222,928.1,30.3,7.7,18.1,0,150.2,71.2,0,250.9,60,1.9,112.22,54
23.4,,,,,,,,,,,,,,,,,,
STG,201109,16.1,3.0,13.6,155,930.0,25.3,6.5,15.2,0,104.2,78.3,0,192.8,55,1.6,54.21,52
40.6,,,,,,,,,,,,,,,,,,
STG,201110,10.0,-3.6,9.3,97,931.2,19.6,-0.8,8.7,0,98.1,81.7,0,134.9,46,1.6,25.83,59
25.6,,,,,,,,,,,,,,,,,,
STG,201111,5.5,-4.8,7.1,56,930.4,19.8,-3.8,5.4,0,0.5,79.9,0,94.2,43,1.2,11.30,64
32.2,,,,,,,,,,,,,,,,,,
STG,201112,2.7,-8.9,5.9,29,926.9,14.0,-6.3,2.9,45,183.9,78.4,3,38.5,21,2.8,4.37,82
31.4,,,,,,,,,,,,,,,,,,
STG,201201,0.9,-10.1,5.4,36,930.6,11.1,-7.7,0.8,24,95.3,82.1,0,48.3,23,2.7,2.95,-
31.0,,,,,,,,,,,,,,,,,,
STG,201202,0.6,-23.6,3.7,77,932.4,11.2,-18.2,-4.9,94,34.2,77.2,24,72.5,29,1.5,3.33,-
36.5,,,,,,,,,,,,,,,,,,
STG,201203,5.3,-7.2,6.4,166,934.5,17.3,-3.0,7.1,2,35.5,65.5,0,236.3,69,1.6,11.92,-
24.5,,,,,,,,,,,,,,,,,,
STG,201204,7.9,-6.9,6.9,152,916.9,26.0,-2.9,7.8,10,143.5,69.2,0,118.5,30,2.6,25.19,-
16.4,,,,,,,,,,,,,,,,,,
STG,201205,14.6,-2.7,10.0,228,926.6,26.5,0.6,13.1,0,93.0,66.5,0,220.7,49,2.1,86.98,-
28.0,,,,,,,,,,,,,,,,,,
STG,201206,18.3,2.3,13.7,227,926.7,28.5,6.5,16.2,0,209.5,73.8,0,193.2,42,2.0,88.79,-
34.3,,,,,,,,,,,,,,,,,,
STG,201207,19.0,3.6,13.9,207,928.4,28.1,7.8,16.6,0,147.4,73.8,0,181.4,40,2.0,94.23,-
31.7,,,,,,,,,,,,,,,,,,
STG,201208,19.6,5.7,14.9,226,929.6,29.3,8.5,18.3,0,213.5,71.5,0,253.4,61,1.9,114.34,-
35.2,,,,,,,,,,,,,,,,,,
STG,201209,14.6,1.1,12.2,137,927.9,22.9,4.6,13.4,0,152.2,79.5,0,156.5,44,1.6,48.73,-
32.5,,,,,,,,,,,,,,,,,,
STG,201210,10.4,-8.5,9.5,82,924.2,22.2,-4.5,9.0,41,172.5,82.0,3,108.1,37,1.6,27.31,-
23.2,,,,,,,,,,,,,,,,,,
STG,201211,5.5,-9.6,7.2,51,923.9,15.6,-3.2,4.9,37,127.0,83.4,2,62.7,28,1.4,9.47,-
36.5,,,,,,,,,,,,,,,,,,
STG,201212,2.3,-15.3,5.3,35,923.9,15.4,-10.7,1.3,83,125.5,78.1,19,38.8,21,2.4,4.15,-
25.2,,,,,,,,,,,,,,,,,,
STG,201301,1.6,-15.8,5.1,41,923.6,13.6,-9.9,-0.3,48,75.4,83.5,8,41.2,20,1.7,2.40,-
27.9,,,,,,,,,,,,,,,,,,
STG,201302,1.2,-18.0,4.3,63,922.2,7.9,-10.9,-2.9,132,92.0,85.0,25,35.4,15,1.8,1.83,-
34.2,,,,,,,,,,,,,,,,,,
STG,201303,2.6,-12.2,5.1,104,916.5,13.7,-7.6,1.5,44,75.1,76.8,6,78.2,23,2.1,4.25,-
14.6,,,,,,,,,,,,,,,,,,
STG,201304,7.4,-8.5,7.7,137,924.7,21.6,-3.9,7.5,15,83.6,75.7,1,106.0,27,1.8,16.98,-
27.2,,,,,,,,,,,,,,,,,,
STG,201305,12.1,-1.3,9.3,160,922.5,19.2,1.1,9.6,0,230.7,78.0,0,103.6,23,2.3,37.21,-
26.6,,,,,,,,,,,,,,,,,,
STG,201306,16.4,0.1,12.0,207,929.0,30.9,3.0,14.6,0,263.9,73.7,0,175.9,39,2.1,91.16,-
26.6,,,,,,,,,,,,,,,,,,
STG,201307,20.6,5.8,14.6,271,930.9,33.3,10.0,19.1,0,49.8,67.5,0,297.0,65,1.8,161.61,-
22.9,,,,,,,,,,,,,,,,,,
STG,201308,19.0,6.7,14.0,213,929.9,29.9,9.2,17.1,0,148.4,73.1,0,235.0,56,1.6,109.08,-
28.9,,,,,,,,,,,,,,,,,,
STG,201309,15.0,2.6,12.2,133,927.9,24.3,4.3,13.3,0,151.7,79.9,0,140.1,40,1.9,46.76,-
30.6,,,,,,,,,,,,,,,,,,
STG,201310,11.5,-0.5,10.3,78,928.1,23.2,0.2,10.7,1,112.3,80.7,0,93.0,32,1.8,20.72,-
33.3,,,,,,,,,,,,,,,,,,
STG,201311,5.5,-14.3,6.6,39,925.4,15.8,-7.7,2.6,32,152.1,86.4,2,40.7,18,1.9,5.78,-
43.3,,,,,,,,,,,,,,,,,,
STG,201312,0.6,-11.6,4.9,53,931.6,13.8,-5.8,2.3,5,32.6,69.5,4,116.3,62,1.7,9.39,-
19.1,,,,,,,,,,,,,,,,,,
STG,201401,2.3,-9.5,5.8,43,920.4,14.3,-5.7,2.7,8,54.4,78.6,1,57.6,28,1.7,3.51,-
29.7,,,,,,,,,,,,,,,,,,
STG,201402,2.5,-,5.6,81,920.1,14.3,-2.6,3.5,9,50.0,71.7,1,92.9,38,2.2,4.93,-
-,,,,,,,,,,,,,,,,,,
STG,201403,5.3,-6.4,6.2,148,926.4,18.5,-3.7,6.2,18,54.6,68.3,1,202.0,59,1.8,10.96,-
19.1,,,,,,,,,,,,,,,,,,
STG,201404,10.0,-4.6,8.0,178,924.7,18.8,-0.7,9.5,9,83.2,68.0,0,165.5,42,2.1,20.41,-
21.9,,,,,,,,,,,,,,,,,,
STG,201405,13.1,-0.5,9.1,197,926.7,25.5,2.4,11.3,0,152.7,70.1,0,165.4,37,2.7,69.02,-
25.9,,,,,,,,,,,,,,,,,,
STG,201406,18.7,3.7,12.0,276,928.2,29.6,7.8,16.2,0,131.1,66.3,0,268.1,59,2.0,135.12,-
15.0,,,,,,,,,,,,,,,,,,
STG,201407,18.4,5.4,14.3,192,926.5,28.6,8.4,16.5,0,272.2,77.3,0,169.1,37,2.1,91.25,-
21.0,,,,,,,,,,,,,,,,,,
STG,201408,17.6,4.7,13.2,166,926.9,27.1,7.8,15.0,0,183.5,77.2,0,129.6,31,2.1,55.52,-
38.0,,,,,,,,,,,,,,,,,,
STG,201409,15.7,0.8,13.2,145,929.2,22.6,3.7,13.7,0,104.4,83.9,0,149.9,42,1.5,33.76,-
46.4,,,,,,,,,,,,,,,,,,
STG,201410,-,-,11.1,93,928.7,24.0,1.7,11.8,0,80.7,80.5,0,122.6,42,1.8,24.87,-
27.8,,,,,,,,,,,,,,,,,,
STG,201411,7.1,-,8.0,50,922.3,17.7,-0.2,6.4,2,93.5,85.3,0,62.1,28,1.6,9.35,-
27.3,,,,,,,,,,,,,,,,,,
STG,201412,3.8,-9.9,5.8,22,929.1,13.2,-12.1,2.5,88,93.2,80.7,5,24.6,13,2.2,3.75,-
18.0,,,,,,,,,,,,,,,,,,
STG,201501,1.9,-10.8,5.1,41,927.1,14.2,-7.3,1.3,67,107.8,77.6,13,42.5,20,2.3,3.48,-
14.4,,,,,,,,,,,,,,,,,,
STG,201502,1.1,-12.3,4.4,75,924.7,8.6,-8.3,-1.5,33,45.0,80.7,22,68.0,28,1.7,3.37,-
28.1,,,,,,,,,,,,,,,,,,
STG,201503,3.9,-,6.0,130,928.9,15.3,-3.4,5.2,10,91.1,68.9,2,157.1,46,2.6,7.90,-
29.0,,,,,,,,,,,,,,,,,,
STG,201504,8.9,-6.8,6.8,210,930.0,20.3,-2.8,8.6,6,157.8,62.3,0,233.3,60,2.3,34.32,-
13.2,,,,,,,,,,,,,,,,,,
STG,201505,14.3,0.6,10.3,191,927.6,26.1,3.2,12.6,0,191.8,72.2,0,151.2,34,2.2,60.58,-
25.2,,,,,,,,,,,,,,,,,,
STG,201506,18.7,5.2,13.0,240,930.3,27.7,7.8,16.5,0,172.5,70.8,0,220.3,48,2.1,113.96,-
26.9,,,,,,,,,,,,,,,,,,
STG,201507,21.8,5.9,14.9,256,929.0,31.7,8.7,20.6,0,83.2,62.0,0,280.7,61,2.2,176.56,-
28.8,,,,,,,,,,,,,,,,,,
STG,201508,20.1,7.7,15.3,220,928.5,31.5,10.5,19.0,0,158.3,71.4,0,257.0,61,1.7,123.59,-
28.3,,,,,,,,,,,,,,,,,,
STG,201509,13.8,0.1,10.5,128,928.5,25.2,4.1,11.6,0,111.2,77.4,0,124.3,35,2.0,42.70,-
32.6,,,,,,,,,,,,,,,,,,
STG,201510,10.0,-1.2,9.3,71,927.9,19.7,0.6,7.7,0,99.5,88.2,0,67.8,23,1.3,13.87,-
36.0,,,,,,,,,,,,,,,,,,
STG,201511,7.2,-10.0,7.6,61,931.2,18.3,-6.3,7.4,14,83.5,73.5,1,98.7,45,2.3,15.77,-
22.3,,,,,,,,,,,,,,,,,,
STG,201512,3.4,-6.7,6.7,50,937.8,12.2,-3.3,6.1,0,34.1,71.2,0,113.2,61,1.5,8.79,-
28.8,,,,,,,,,,,,,,,,,,
STG,201601,2.7,-18.2,5.8,38,924.6,13.9,-11.3,2.3,31,164.8,78.9,4,40.6,19,2.4,2.93,-
30.0,,,,,,,,,,,,,,,,,,
STG,201602,3.2,-8.8,5.9,61,922.3,15.4,-4.1,3.1,41,116.9,78.1,2,52.6,21,2.7,3.20,-
30.1,,,,,,,,,,,,,,,,,,
STG,201603,2.9,-11.1,5.7,120,923.1,19.5,-5.0,3.1,34,65.9,75.5,5,108.4,32,2.0,5.33,-
20.4,,,,,,,,,,,,,,,,,,
STG,201604,8.9,-5.3,7.6,164,923.1,19.7,-1.3,7.6,13,152.0,74.1,0,151.2,39,2.2,19.39,-
24.3,,,,,,,,,,,,,,,,,,
STG,201605,12.8,-2.3,9.5,196,924.5,25.6,1.8,11.6,0,248.7,70.7,0,166.4,37,2.5,68.30,-
23.3,,,,,,,,,,,,,,,,,,
STG,201606,17.6,4.3,13.5,199,926.8,28.0,7.0,15.1,0,221.6,78.8,0,137.2,30,2.0,61.70,-
37.3,,,,,,,,,,,,,,,,,,
STG,201607,20.5,4.9,15.1,238,930.5,28.1,8.1,18.1,0,129.0,73.2,0,234.3,51,1.9,118.46,-
25.1,,,,,,,,,,,,,,,,,,
STG,201608,19.4,6.1,15.0,214,931.8,28.1,7.2,17.5,0,143.8,75.0,0,243.8,58,1.7,99.11,-
33.2,,,,,,,,,,,,,,,,,,
STG,201609,17.1,3.8,13.3,167,930.5,24.6,5.9,15.8,0,78.6,75.0,0,215.2,61,1.6,70.96,-
30.9,,,,,,,,,,,,,,,,,,
STG,201610,10.1,-1.9,9.0,78,930.3,19.9,0.8,7.5,0,78.2,86.0,0,75.1,25,1.4,13.72,-
37.3,,,,,,,,,,,,,,,,,,
STG,201611,5.9,-9.4,6.7,42,925.5,17.8,-5.7,4.7,1,77.5,79.1,0,41.7,19,2.3,7.22,-
28.7,,,,,,,,,,,,,,,,,,
STG,201612,1.1,-9.9,5.1,50,937.9,11.2,-6.8,1.2,8,6.6,78.9,1,90.7,49,0.9,7.20,-
16.2,,,,,,,,,,,,,,,,,,
STG,201701,0.9,-17.2,4.0,45,930.1,9.9,-12.3,-3.6,61,74.0,83.9,13,40.4,19,1.9,2.67,-
29.9,,,,,,,,,,,,,,,,,,
STG,201702,2.9,-6.6,5.8,75,926.9,17.0,-4.9,3.4,4,58.8,76.9,0,75.8,31,1.9,4.11,-
19.2,,,,,,,,,,,,,,,,,,
STG,201703,6.9,-4.4,7.1,145,927.4,18.2,-1.1,7.4,3,90.6,70.1,0,175.0,51,2.5,9.06,-
24.1,,,,,,,,,,,,,,,,,,
STG,201704,9.1,-6.6,7.0,178,929.1,20.3,-3.4,6.9,41,172.2,71.3,2,167.0,43,2.1,22.71,-
26.5,,,,,,,,,,,,,,,,,,
STG,201705,14.0,-1.6,10.1,242,928.0,27.0,1.7,13.4,0,116.2,67.1,0,238.1,53,2.2,97.24,-
20.0,,,,,,,,,,,,,,,,,,
STG,201706,20.2,2.8,14.0,264,927.8,29.7,6.9,18.2,0,105.1,67.6,0,247.6,54,2.3,123.04,-
29.8,,,,,,,,,,,,,,,,,,
STG,201707,20.0,7.5,14.4,224,928.6,29.3,10.5,18.0,0,193.0,71.3,0,204.2,45,2.4,113.42,-
26.6,,,,,,,,,,,,,,,,,,
STG,201708,20.1,7.1,15.5,207,930.1,29.6,8.6,18.2,0,186.1,74.5,0,219.3,52,1.8,93.14,-
29.8,,,,,,,,,,,,,,,,,,
STG,201709,14.1,0.6,10.8,135,927.8,21.5,4.3,11.7,0,193.9,78.6,0,133.4,38,2.0,39.02,-
37.9,,,,,,,,,,,,,,,,,,
STG,201710,11.3,-3.7,9.3,108,932.6,19.6,-0.3,10.9,0,84.5,72.1,0,152.0,51,2.1,40.32,-
20.5,,,,,,,,,,,,,,,,,,
STG,201711,5.1,-6.1,6.3,43,926.9,15.4,-2.9,4.0,26,122.8,78.2,1,49.0,22,2.2,9.62,-
31.8,,,,,,,,,,,,,,,,,,
STG,201712,1.6,-7.7,5.1,37,926.3,11.8,-6.2,0.5,53,163.8,81.0,6,49.1,26,2.3,4.39,-
31.8,,,,,,,,,,,,,,,,,,
STG,201801,3.1,-7.8,6.3,38,925.3,14.0,-5.4,3.9,3,137.3,79.0,0,43.7,21,2.9,2.95,-
27.6,,,,,,,,,,,,,,,,,,
STG,201802,1.3,-18.7,4.2,53,922.8,8.2,-15.0,-3.2,28,82.8,82.2,4,31.5,13,1.9,1.92,-
32.6,,,,,,,,,,,,,,,,,,
STG,201803,3.1,-12.3,5.6,111,914.6,15.8,-10.5,2.9,18,94.3,74.6,2,72.0,21,2.3,-,-
26.4,,,,,,,,,,,,,,,,,,
STG,201804,11.0,-4.1,8.0,216,924.3,23.6,0.4,12.6,0,26.3,56.7,0,218.0,56,2.7,-,-
20.2,,,,,,,,,,,,,,,,,,
STG,201805,15.6,2.2,11.5,219,925.8,25.9,5.8,14.1,0,105.6,72.9,0,199.3,45,2.0,72.08,-
27.7,,,,,,,,,,,,,,,,,,
STG,201806,19.9,4.5,13.7,267,928.2,25.6,7.8,16.6,0,140.9,72.8,0,262.2,58,2.0,110.73,-
37.9,,,,,,,,,,,,,,,,,,
STG,201807,21.0,6.1,14.0,270,928.2,30.2,10.9,19.2,0,72.3,64.4,0,302.1,66,1.8,176.84,-
20.8,,,,,,,,,,,,,,,,,,
STG,201808,20.4,5.9,15.0,220,929.7,30.2,7.5,19.1,0,233.1,68.7,0,242.8,58,2.0,120.13,-
25.2,,,,,,,,,,,,,,,,,,
STG,201809,16.4,-0.1,12.9,172,932.4,25.7,2.8,15.0,0,135.5,75.3,0,223.6,63,1.7,69.93,-
35.1,,,,,,,,,,,,,,,,,,
STG,201810,11.4,-1.7,9.6,101,928.1,22.6,0.3,10.8,0,70.6,75.8,0,150.8,51,2.0,36.83,-
19.7,,,,,,,,,,,,,,,,,,
STG,201811,7.1,-5.9,7.4,45,926.2,19.4,-3.3,4.9,8,19.4,86.0,0,48.2,22,1.6,6.89,-
25.2,,,,,,,,,,,,,,,,,,
STG,201812,3.5,-10.1,6.2,32,930.5,12.5,-6.6,2.5,3,141.5,82.9,0,36.0,19,2.5,3.10,-
31.4,,,,,,,,,,,,,,,,,,
STG,201901,1.6,-10.5,4.6,44,925.0,6.7,-9.2,-1.4,148,131.2,82.2,29,45.5,22,2.5,2.56,-
32.7,,,,,,,,,,,,,,,,,,
STG,201902,0.9,-6.7,5.0,107,932.6,14.4,-8.3,3.2,38,56.6,66.9,32,143.1,59,1.6,8.28,-
19.4,,,,,,,,,,,,,,,,,,
STG,201903,4.2,-5.8,5.7,143,929.3,16.4,-2.2,6.0,7,69.2,62.8,0,172.3,50,3.4,10.75,-
13.1,,,,,,,,,,,,,,,,,,
STG,201904,8.6,-3.9,7.2,162,923.4,20.6,-0.8,8.3,5,77.7,69.5,0,144.5,37,2.5,22.52,-
19.3,,,,,,,,,,,,,,,,,,
STG,201905,10.8,-4.7,8.7,185,925.4,19.8,-0.9,9.0,20,224.0,75.7,1,148.1,33,2.3,52.31,-
26.5,,,,,,,,,,,,,,,,,,
STG,201906,18.8,4.6,14.0,275,928.5,31.4,8.4,18.5,0,112.8,67.3,0,279.2,61,2.0,143.20,-
21.8,,,,,,,,,,,,,,,,,,
STG,201907,21.0,3.9,14.4,252,927.8,31.4,7.8,19.1,0,148.2,66.8,0,254.7,56,2.0,150.39,-
24.9,,,,,,,,,,,,,,,,,,
STG,201908,19.3,7.3,15.1,197,929.7,30.0,10.2,17.8,0,198.0,74.8,0,204.3,49,1.8,90.64,-
30.1,,,,,,,,,,,,,,,,,,
STG,201909,15.7,0.5,12.2,156,930.6,24.4,4.3,13.5,0,135.3,79.2,0,180.3,51,1.8,51.86,-
33.9,,,,,,,,,,,,,,,,,,
STG,201910,12.3,0.6,10.2,88,927.1,22.6,3.5,11.3,0,178.6,77.8,0,112.4,38,2.1,30.63,-
19.5,,,,,,,,,,,,,,,,,,
STG,201911,7.1,-6.1,7.0,39,916.5,16.0,-2.8,4.7,2,69.1,82.9,0,31.2,14,2.0,5.37,-
15.1,,,,,,,,,,,,,,,,,,
STG,201912,4.2,-8.5,5.9,31,925.0,16.2,-5.1,3.7,5,68.4,76.6,0,37.6,20,2.9,4.49,-
30.3,,,,,,,,,,,,,,,,,,
STG,202001,1.9,-8.7,5.4,55,934.0,12.2,-6.3,2.6,3,37.4,74.5,0,102.3,49,1.8,5.36,-
19.3,,,,,,,,,,,,,,,,,,
STG,202002,4.0,-11.3,5.7,81,928.5,16.5,-6.2,5.4,13,126.3,64.1,1,98.4,39,3.8,6.27,-
19.6,,,,,,,,,,,,,,,,,,
STG,202003,5.1,-10.8,5.9,137,926.3,15.5,-5.9,4.5,9,84.8,69.0,0,164.1,48,2.5,8.60,-
23.5,,,,,,,,,,,,,,,,,,
STG,202004,9.8,-10.8,7.4,243,926.9,20.6,-4.3,11.1,0,46.4,55.9,0,286.6,74,1.9,39.00,-
24.8,,,,,,,,,,,,,,,,,,
STG,202005,14.2,-1.0,9.5,239,929.5,24.0,0.2,11.9,2,136.6,70.0,0,244.3,55,2.1,94.43,-
24.0,,,,,,,,,,,,,,,,,,
STG,202006,17.2,3.7,12.4,210,925.6,24.8,7.2,14.7,0,225.2,75.8,0,180.2,40,2.2,86.85,-
28.3,,,,,,,,,,,,,,,,,,
STG,202007,20.3,6.4,14.2,261,929.4,29.4,9.3,18.2,0,165.7,68.5,0,279.7,61,2.1,151.29,-
32.5,,,,,,,,,,,,,,,,,,
STG,202008,20.0,6.0,14.9,207,927.4,29.1,8.6,18.3,0,268.2,72.0,0,220.4,53,2.0,105.83,-
23.8,,,,,,,,,,,,,,,,,,
STG,202009,16.3,1.6,13.5,157,928.6,24.9,3.3,14.4,0,163.5,81.1,0,185.8,53,1.7,49.88,-
37.9,,,,,,,,,,,,,,,,,,
STG,202010,10.7,-1.2,8.9,82,925.0,20.4,1.3,8.6,0,137.0,80.5,0,89.6,30,2.0,19.03,-
35.0,,,,,,,,,,,,,,,,,,
STG,202011,6.9,-7.0,7.3,54,933.9,20.1,-4.7,5.3,0,32.7,82.0,0,92.7,42,1.3,11.60,-
34.8,,,,,,,,,,,,,,,,,,
STG,202012,3.0,-11.8,5.7,35,919.2,13.7,-6.7,1.7,47,115.8,82.0,6,45.7,24,1.6,3.61,-
31.0,,,,,,,,,,,,,,,,,,
STG,202101,1.6,-14.4,4.8,41,921.0,10.7,-8.9,-0.6,108,173.6,80.4,26,39.6,19,2.4,2.66,-
29.9,,,,,,,,,,,,,,,,,,
STG,202102,3.2,-16.9,5.7,87,927.6,18.0,-12.6,3.8,23,70.6,71.5,3,111.8,46,1.7,6.16,-
13.7,,,,,,,,,,,,,,,,,,
STG,202103,4.1,-10.7,5.3,140,931.0,19.1,-5.1,4.2,22,76.9,66.8,1,164.2,48,2.1,9.66,-
25.9,,,,,,,,,,,,,,,,,,
STG,202104,7.7,-9.6,5.9,214,927.2,20.2,-6.5,6.0,16,41.5,63.1,1,215.1,55,2.2,31.01,-
23.3,,,,,,,,,,,,,,,,,,
STG,202105,11.4,-0.8,8.0,197,925.2,25.0,0.9,9.4,0,204.8,69.9,0,167.0,37,2.8,68.86,-
16.7,,,,,,,,,,,,,,,,,,
STG,202106,17.9,2.1,14.1,264,929.4,28.0,8.4,17.7,0,161.1,71.3,0,244.7,54,1.9,117.43,-
22.8,,,,,,,,,,,,,,,,,,
STG,202107,18.0,7.6,15.0,195,927.8,25.3,10.3,16.5,0,284.8,80.6,0,170.2,37,1.9,71.90,-
38.0,,,,,,,,,,,,,,,,,,
STG,202108,17.5,5.3,14.2,166,928.9,27.6,9.5,15.7,0,227.9,80.1,0,141.3,34,1.8,60.62,-
35.2,,,,,,,,,,,,,,,,,,
STG,202109,15.4,0.7,13.2,171,930.8,23.1,5.8,14.6,0,132.8,80.1,0,209.8,59,1.5,57.40,-
36.1,,,,,,,,,,,,,,,,,,
STG,202110,10.3,-5.2,8.6,101,930.3,22.5,-1.0,8.8,0,49.0,77.2,0,142.0,48,1.8,28.90,-
30.9,,,,,,,,,,,,,,,,,,
STG,202111,6.1,-7.7,6.7,39,925.7,13.3,-2.7,2.6,23,61.2,89.4,1,43.6,20,1.7,4.79,-
39.3,,,,,,,,,,,,,,,,,,
STG,202112,3.7,-12.0,6.0,34,925.7,15.3,-8.5,1.7,52,139.8,84.7,9,38.7,21,1.9,3.23,-
23.6,,,,,,,,,,,,,,,,,,
STG,202201,3.3,-12.9,5.0,55,934.2,15.8,-7.7,0.9,55,63.7,76.8,8,84.7,41,1.9,4.57,-
25.2,,,,,,,,,,,,,,,,,,
STG,202202,2.7,-10.1,5.4,88,930.5,14.8,-6.0,3.4,11,75.7,68.9,1,109.8,45,3.2,6.09,-
20.0,,,,,,,,,,,,,,,,,,
STG,202203,3.6,-9.6,5.1,170,930.9,16.3,-6.5,5.6,2,28.4,56.7,0,241.4,71,1.6,14.77,-
19.1,,,,,,,,,,,,,,,,,,
STG,202204,7.2,-6.9,7.1,194,923.6,19.9,-4.2,7.3,27,104.4,70.1,3,191.2,49,2.2,26.42,-
25.3,,,,,,,,,,,,,,,,,,
STG,202205,13.9,1.6,11.4,224,929.4,28.0,4.7,14.5,0,84.1,70.1,0,208.9,47,2.0,78.96,-
32.0,,,,,,,,,,,,,,,,,,
STG,202206,18.8,6.1,14.1,257,928.6,30.5,8.3,18.2,0,175.3,69.2,0,249.2,55,2.2,126.86,-
23.7,,,,,,,,,,,,,,,,,,
STG,202207,20.2,7.5,13.8,273,932.1,31.5,9.7,19.3,0,80.7,63.3,0,295.0,65,1.9,177.71,-
21.1,,,,,,,,,,,,,,,,,,
STG,202208,19.1,8.1,14.8,231,928.6,31.2,11.2,18.4,0,216.6,71.4,0,277.9,66,1.8,133.71,-
29.6,,,,,,,,,,,,,,,,,,
STG,202209,15.6,1.5,11.8,140,925.9,23.0,4.6,12.8,0,171.1,78.8,0,134.4,38,2.1,44.55,-
45.6,,,,,,,,,,,,,,,,,,
STG,202210,12.9,2.3,11.8,94,932.1,22.6,6.3,13.5,0,92.4,77.1,0,120.9,41,1.5,28.72,-
34.3,,,,,,,,,,,,,,,,,,
STG,202211,8.3,-6.7,7.5,49,926.0,14.9,-2.3,6.4,0,75.8,79.0,0,59.2,27,1.9,9.38,-
32.8,,,,,,,,,,,,,,,,,,
STG,202212,4.5,-6.8,6.0,28,924.6,15.1,-10.0,2.3,26,81.2,83.6,3,34.5,18,1.7,2.98,-
30.1,,,,,,,,,,,,,,,,,,
STG,202301,4.0,-12.5,5.4,33,927.4,14.5,-6.4,1.6,15,43.9,77.3,4,27.4,13,2.2,2.66,-
34.3,,,,,,,,,,,,,,,,,,
STG,202302,2.9,-11.1,5.4,82,935.2,13.5,-6.9,2.5,11,53.2,73.5,2,103.6,43,2.0,5.39,-
29.9,,,,,,,,,,,,,,,,,,
STG,202303,5.7,-6.7,6.4,112,923.1,19.2,-3.0,5.9,5,96.0,69.1,1,104.4,31,2.7,6.25,-
27.4,,,,,,,,,,,,,,,,,,
STG,202304,8.5,-8.3,7.5,154,925.5,18.1,-4.2,6.5,0,210.9,75.8,0,116.4,30,2.3,12.99,-
27.6,,,,,,,,,,,,,,,,,,
STG,202305,12.9,-0.2,10.9,191,928.0,23.9,3.6,12.1,0,181.0,78.8,0,157.1,35,1.9,55.36,-
35.2,,,,,,,,,,,,,,,,,,
STG,202306,17.9,5.6,12.3,308,927.8,29.0,9.7,18.3,0,43.8,59.5,0,332.5,73,2.0,183.14,-
27.3,,,,,,,,,,,,,,,,,,
STG,202307,19.7,6.7,14.4,225,928.0,31.6,9.4,18.9,0,189.2,67.4,0,195.4,43,2.4,120.20,-
27.7,,,,,,,,,,,,,,,,,,
STG,202308,18.2,3.7,15.1,190,928.0,31.8,8.5,18.4,0,330.0,71.2,0,199.0,48,2.1,102.77,-
33.8,,,,,,,,,,,,,,,,,,
STG,202309,16.5,3.0,14.6,186,930.1,26.3,6.8,17.1,0,76.9,75.1,0,246.2,70,1.5,72.24,-
34.6,,,,,,,,,,,,,,,,,,
STG,202310,12.9,-2.7,10.2,101,925.0,23.9,1.9,12.7,0,94.2,71.4,0,133.8,45,2.0,41.97,-
17.1,,,,,,,,,,,,,,,,,,
STG,202311,7.7,-7.9,6.9,39,920.8,15.3,-3.4,4.9,9,226.6,78.6,1,35.3,16,3.0,7.66,-
30.6,,,,,,,,,,,,,,,,,,
STG,202312,4.1,-5.8,6.0,35,927.0,11.5,-7.8,3.7,46,136.7,75.8,6,53.9,29,2.6,4.90,-
21.4,,,,,,,,,,,,,,,,,,
STG,202401,3.6,-12.3,5.4,46,928.7,12.4,-10.1,1.7,50,149.1,77.0,11,69.7,33,2.0,4.28,-
17.4,,,,,,,,,,,,,,,,,,
